startYear,runtimeMinutes,numVotes,averageRating
1993.0,107.0,30901,7.1
1992.0,92.0,4150,7.5
1993.0,96.0,3666,7.4
1993.0,98.0,5177,5.4
1993.0,95.0,74716,6.2
1993.0,72.0,13051,6.1
1993.0,97.0,12214,4.8
1993.0,118.0,206207,7.8
1993.0,118.0,16299,7.3
1994.0,105.0,1505,6.0
1993.0,94.0,2723,6.2
1993.0,85.0,8372,5.4
1993.0,98.0,1830,5.7
1993.0,109.0,1449,5.5
1993.0,92.0,1174,7.4
1993.0,98.0,1453,5.0
1993.0,72.0,2147,6.9
1992.0,109.0,6198,6.8
1993.0,111.0,3047,6.7
1993.0,123.0,2742,7.1
1993.0,101.0,1060,5.9
1993.0,88.0,1073,6.0
1993.0,105.0,3058,6.4
1993.0,103.0,2358,5.7
1993.0,107.0,5474,6.8
1994.0,90.0,2408,7.1
1994.0,157.0,3053,7.2
1994.0,93.0,8169,4.6
1994.0,100.0,6464,7.2
1994.0,105.0,4666,6.6
1995.0,83.0,1685,7.0
1995.0,95.0,1691,6.8
1994.0,96.0,13258,6.6
1994.0,86.0,267060,6.9
1994.0,104.0,44850,7.4
1994.0,111.0,2222,6.7
1994.0,118.0,3226,7.4
1994.0,107.0,8228,5.5
1994.0,92.0,44736,6.1
1994.0,102.0,1340,7.1
1994.0,90.0,1312,6.6
1994.0,105.0,5336,6.9
1993.0,94.0,1208,4.2
1993.0,96.0,2217,5.7
1994.0,160.0,47294,8.2
1994.0,94.0,6199,5.7
1994.0,102.0,27953,6.2
1994.0,107.0,1998,5.4
1994.0,170.0,5681,6.9
1994.0,85.0,6626,6.0
1994.0,99.0,43389,6.1
1994.0,99.0,11302,5.2
1994.0,119.0,4145,7.6
1994.0,101.0,5447,7.0
1994.0,104.0,73506,5.6
1994.0,93.0,5637,6.5
1994.0,87.0,1392,2.8
1994.0,60.0,1644,7.8
1994.0,88.0,8874,6.6
1994.0,93.0,18178,5.3
1994.0,92.0,8885,5.0
1993.0,106.0,7515,6.2
1994.0,121.0,27268,6.2
1994.0,108.0,11645,6.2
1994.0,101.0,6560,6.4
1994.0,107.0,3465,6.1
1994.0,96.0,10174,6.1
1994.0,97.0,2910,7.2
1994.0,98.0,34274,7.4
1994.0,92.0,2283,6.2
1994.0,80.0,7942,5.4
1994.0,96.0,8476,6.1
1995.0,91.0,15601,6.0
1994.0,100.0,2163,6.4
1994.0,89.0,4129,2.5
1995.0,100.0,1228,6.7
1993.0,100.0,6767,7.3
1994.0,94.0,16697,5.9
1994.0,102.0,5471,5.1
1992.0,100.0,2093,6.0
1995.0,92.0,6446,4.2
1994.0,99.0,5648,6.3
1994.0,102.0,57641,8.1
1994.0,116.0,17507,5.5
1994.0,93.0,7944,7.7
1994.0,87.0,1279,4.4
1994.0,107.0,3558,5.7
1994.0,141.0,85818,6.9
1994.0,92.0,207225,7.7
1994.0,119.0,57204,6.7
1994.0,90.0,6494,5.5
1994.0,128.0,6886,6.4
1994.0,110.0,1631,6.9
1994.0,121.0,22091,5.2
1993.0,88.0,1162,4.8
1994.0,93.0,6162,5.2
1994.0,115.0,11876,6.6
1994.0,102.0,7499,6.0
1994.0,115.0,8635,7.0
1994.0,102.0,161118,7.6
1994.0,119.0,17730,8.0
1994.0,102.0,2368,6.1
1994.0,91.0,1016,3.8
1994.0,106.0,34886,6.1
1994.0,84.0,1058,7.1
1993.0,94.0,1817,6.1
1993.0,178.0,21281,7.8
1994.0,99.0,3662,5.7
1994.0,95.0,6652,4.9
1994.0,103.0,21567,7.3
1994.0,105.0,19234,7.2
1995.0,102.0,1846,4.7
1994.0,85.0,1382,3.7
1994.0,128.0,44648,6.1
1995.0,132.0,37142,7.4
1994.0,100.0,3045,6.2
1994.0,120.0,1020,6.2
1994.0,87.0,1038,7.0
1993.0,103.0,4004,6.2
1994.0,101.0,18671,5.6
1994.0,126.0,2271,6.8
1994.0,107.0,342215,7.3
1994.0,100.0,12455,7.2
1994.0,93.0,1772,6.6
1994.0,95.0,1427,7.0
1994.0,127.0,161341,7.8
1995.0,92.0,5714,4.4
1994.0,109.0,1764,7.6
1994.0,86.0,1031,5.8
1994.0,102.0,3958,7.1
1994.0,89.0,2267,4.7
1993.0,116.0,2145,7.8
1994.0,113.0,6348,4.3
1994.0,103.0,17237,7.0
1994.0,90.0,4754,3.8
1994.0,111.0,6108,6.8
1994.0,106.0,5320,6.5
1994.0,97.0,3367,7.4
1994.0,97.0,2480,5.2
1994.0,82.0,3766,7.1
1994.0,125.0,2997,5.8
1988.0,88.0,1334,4.8
1994.0,91.0,73211,4.9
1994.0,96.0,1134,5.9
1994.0,142.0,1717376,8.8
1994.0,117.0,133194,7.0
1994.0,105.0,1331,5.8
1994.0,123.0,49589,6.4
1993.0,86.0,5992,6.4
1994.0,114.0,11688,7.6
1994.0,91.0,1713,6.2
1994.0,105.0,1188,6.9
1994.0,93.0,1000,4.5
1994.0,115.0,16514,5.8
1994.0,109.0,7237,4.8
1994.0,109.0,3192,6.2
1994.0,83.0,1936,5.6
1994.0,108.0,3920,5.9
1994.0,94.0,2245,5.0
1994.0,113.0,12419,6.3
1994.0,92.0,1753,6.3
1995.0,105.0,1393,6.8
1994.0,96.0,15089,6.2
1993.0,94.0,3171,5.3
1994.0,84.0,5087,7.2
1994.0,127.0,3030,6.0
1993.0,100.0,1673,5.7
1994.0,99.0,57427,7.3
1995.0,100.0,24179,6.6
1994.0,119.0,21817,7.3
1994.0,91.0,2709,6.5
1994.0,91.0,1943,6.6
1994.0,91.0,2119,6.7
1994.0,90.0,1837,6.3
1994.0,90.0,1596,6.6
1993.0,91.0,1180,2.9
1994.0,99.0,19264,4.5
1995.0,95.0,1127,6.1
1994.0,93.0,1238,5.1
1994.0,91.0,1046,4.8
1994.0,95.0,5164,6.4
1994.0,170.0,23228,8.3
1994.0,100.0,4419,4.7
1995.0,113.0,6306,6.0
1994.0,96.0,1663,4.9
1994.0,111.0,74889,7.2
1994.0,206.0,17888,7.5
1994.0,133.0,15102,8.3
1994.0,104.0,1424,6.9
1994.0,123.0,11147,5.3
1994.0,115.0,2350,5.5
1994.0,100.0,22967,6.2
1994.0,107.0,1326,6.4
1994.0,121.0,22398,7.5
1994.0,91.0,12358,5.0
1994.0,110.0,1291,6.5
1994.0,98.0,7324,5.4
1994.0,123.0,285005,7.6
1994.0,130.0,1254,6.2
1994.0,108.0,7086,6.6
1994.0,101.0,33791,6.4
1994.0,85.0,1400,5.6
1994.0,77.0,9204,2.7
1994.0,110.0,1087,7.0
1994.0,119.0,3446,6.6
1995.0,82.0,2404,4.8
1994.0,112.0,2970,5.3
1994.0,103.0,21693,7.5
1994.0,106.0,3059,7.5
1994.0,111.0,15846,6.0
1994.0,109.0,63086,4.6
1994.0,158.0,16673,7.8
1994.0,55.0,1589,6.5
1994.0,104.0,1104,7.1
1994.0,90.0,3051,4.0
1993.0,96.0,19256,6.5
1994.0,159.0,1716,7.4
1994.0,101.0,3049,7.4
1994.0,116.0,2007,7.5
1994.0,94.0,5074,5.9
1993.0,93.0,2138,6.3
1994.0,110.0,20012,7.0
1994.0,133.0,141148,7.6
1994.0,85.0,8369,4.6
1994.0,98.0,6212,5.5
1994.0,88.0,899096,8.5
1994.0,100.0,4205,7.2
1994.0,119.0,9450,6.1
1994.0,107.0,24801,6.4
1994.0,98.0,7090,6.7
1994.0,82.0,41289,6.3
1994.0,115.0,48762,7.3
1994.0,108.0,4285,6.0
1994.0,101.0,3880,6.1
1994.0,100.0,6287,6.0
1994.0,76.0,1235,4.6
1994.0,110.0,986315,8.5
1994.0,93.0,1813,6.5
1994.0,93.0,1306,6.3
1994.0,110.0,14779,7.2
1994.0,175.0,5340,6.5
1994.0,105.0,24331,5.6
1995.0,95.0,29333,6.2
1996.0,91.0,1746,5.8
1994.0,101.0,330823,6.9
1994.0,127.0,98366,7.0
1994.0,102.0,3700,5.8
1994.0,110.0,11042,5.6
1994.0,108.0,2517,6.2
1994.0,114.0,30312,6.5
1994.0,97.0,10004,5.5
1994.0,177.0,7241,6.9
1994.0,96.0,6126,5.3
1994.0,112.0,9310,7.5
1994.0,125.0,4138,6.4
1994.0,106.0,33772,7.2
1995.0,95.0,5135,6.7
1994.0,90.0,10237,5.5
1994.0,99.0,17752,5.2
1994.0,93.0,2848,6.1
1994.0,83.0,93214,6.5
1993.0,95.0,1475,5.6
1994.0,107.0,14647,7.2
1994.0,118.0,208852,7.3
1994.0,112.0,26453,6.5
1994.0,95.0,10351,3.2
1994.0,112.0,1000,5.6
1994.0,107.0,24219,4.4
1994.0,96.0,4693,6.0
1995.0,93.0,1286,5.9
1994.0,118.0,18035,6.1
1994.0,110.0,17752,7.4
1994.0,87.0,12905,4.5
1994.0,119.0,2688,5.8
1994.0,94.0,1087,5.2
1994.0,103.0,1834,5.1
1993.0,115.0,1316,7.4
1994.0,89.0,2900,6.6
1994.0,101.0,21475,4.6
1994.0,102.0,30425,7.9
1994.0,109.0,19587,6.5
1994.0,79.0,11726,6.6
1994.0,80.0,20228,6.1
1994.0,97.0,1128,4.8
1994.0,112.0,12480,6.6
1994.0,138.0,1069,7.3
1994.0,101.0,1627,4.3
1994.0,91.0,7951,6.1
1994.0,62.0,2742,7.3
1994.0,100.0,2425,6.9
1994.0,83.0,30782,3.6
1994.0,108.0,32072,7.7
1994.0,113.0,13376,8.0
1994.0,105.0,9464,7.0
1994.0,103.0,1945,5.6
1994.0,97.0,2362,6.0
1994.0,133.0,14042,5.1
1994.0,100.0,2030,6.8
1994.0,154.0,1746252,8.9
1994.0,108.0,9589,7.7
1994.0,101.0,2653,7.3
1994.0,133.0,62700,7.5
1994.0,108.0,3241,6.3
1994.0,161.0,2295,6.3
1994.0,107.0,4511,6.4
1994.0,92.0,1110,4.1
1994.0,99.0,44113,6.6
1994.0,96.0,22687,6.9
1994.0,90.0,1024,6.6
1994.0,159.0,15805,7.4
1994.0,128.0,16200,6.2
1995.0,87.0,19105,3.3
1994.0,92.0,3221,3.9
1994.0,95.0,61330,5.4
1994.0,111.0,39860,6.4
1994.0,76.0,1306,6.6
1994.0,89.0,1495,5.1
1994.0,118.0,11023,5.9
1994.0,95.0,2626,6.6
1994.0,109.0,8049,5.9
1994.0,110.0,5072,7.4
1994.0,91.0,2269,6.5
1994.0,96.0,4616,5.8
1994.0,95.0,1395,3.5
1994.0,98.0,1145,6.4
1999.0,127.0,4925,6.8
1994.0,97.0,91214,6.5
1994.0,90.0,2783,6.4
1993.0,100.0,1442,5.3
1994.0,101.0,5706,5.4
1994.0,105.0,1459,6.8
1994.0,103.0,6730,7.5
1994.0,95.0,25866,6.8
1994.0,108.0,22513,6.1
1994.0,89.0,54856,7.3
1994.0,100.0,2511,7.9
1994.0,90.0,2451,7.9
1994.0,101.0,2136,7.7
1994.0,142.0,2226412,9.3
1994.0,105.0,2461,5.4
1994.0,86.0,1023,5.1
1994.0,101.0,3458,6.0
1994.0,81.0,4980,4.7
1994.0,106.0,4901,6.4
1994.0,98.0,9738,5.8
1994.0,89.0,3031,6.6
1994.0,86.0,2405,5.7
1994.0,100.0,5803,6.2
1994.0,110.0,60670,5.6
1994.0,99.0,4681,5.8
1994.0,116.0,316654,7.2
1994.0,102.0,1048,6.0
1994.0,118.0,73607,6.6
1994.0,116.0,170200,7.1
1994.0,87.0,1081,5.4
1994.0,90.0,4262,6.3
1994.0,102.0,63950,4.0
1994.0,145.0,1619,5.7
1994.0,100.0,4924,7.3
1994.0,96.0,10186,6.2
1994.0,90.0,21818,6.4
1994.0,450.0,8548,8.5
1995.0,96.0,3262,5.9
1994.0,82.0,2147,4.6
1994.0,102.0,12462,5.5
1994.0,90.0,2796,6.4
1994.0,113.0,1355,7.6
1994.0,89.0,12303,6.3
1994.0,86.0,14634,6.3
1994.0,99.0,53669,5.9
1994.0,125.0,1487,6.4
1994.0,82.0,1685,5.5
1994.0,111.0,11914,6.0
1994.0,107.0,1626,5.4
1994.0,99.0,84865,8.1
1994.0,141.0,229058,7.2
1994.0,92.0,59633,7.7
1994.0,102.0,41682,7.6
1994.0,90.0,4002,5.7
1994.0,103.0,2068,5.7
1993.0,90.0,1992,4.2
1994.0,98.0,2807,5.6
1994.0,135.0,13740,7.9
1994.0,119.0,4127,7.4
1994.0,91.0,3117,5.4
1994.0,107.0,4746,4.8
1994.0,94.0,3887,7.5
1994.0,126.0,11745,6.8
1994.0,112.0,48841,6.4
1994.0,91.0,1116,7.2
1994.0,126.0,19682,6.6
1994.0,106.0,2015,5.4
1994.0,101.0,1536,6.7
1994.0,100.0,1099,5.7
1994.0,101.0,12838,6.7
1994.0,100.0,1150,7.0
1994.0,125.0,50910,6.2
1994.0,191.0,43772,6.7
1994.0,134.0,3575,8.2
1993.0,100.0,1510,6.5
1994.0,155.0,4205,6.0
1994.0,124.0,17554,7.8
1994.0,96.0,2909,7.0
1994.0,88.0,3572,6.9
1994.0,92.0,4673,6.5
1994.0,103.0,5640,7.8
1994.0,137.0,1964,5.3
1995.0,100.0,1151,6.2
1993.0,85.0,5167,4.3
1995.0,90.0,196057,6.4
1995.0,82.0,8447,6.5
1995.0,97.0,9529,5.5
1995.0,160.0,4419,7.0
1995.0,84.0,3741,5.8
1995.0,114.0,49905,6.8
1995.0,105.0,1291,7.0
1995.0,116.0,4326,6.8
1995.0,110.0,2909,5.9
1995.0,90.0,6140,6.7
1995.0,102.0,7935,7.4
1995.0,140.0,257216,7.6
1995.0,115.0,1786,6.8
1993.0,90.0,3378,7.1
1995.0,132.0,75303,6.3
1995.0,112.0,2496,6.0
1995.0,91.0,113202,6.7
1995.0,94.0,5146,5.8
1996.0,85.0,1084,5.5
1995.0,90.0,4488,4.3
1995.0,119.0,229554,6.9
1995.0,108.0,2617,5.4
1999.0,89.0,1567,5.5
1995.0,85.0,6323,7.7
1995.0,92.0,2092,6.2
1995.0,78.0,38274,7.1
1995.0,166.0,1060,5.3
1995.0,102.0,98312,7.3
1995.0,121.0,228338,5.4
1996.0,92.0,1140,3.9
1995.0,101.0,254257,8.1
1995.0,100.0,1820,5.8
1995.0,90.0,1836,4.8
1989.0,94.0,1018,4.0
1995.0,100.0,4641,6.6
1995.0,100.0,8831,5.6
1995.0,89.0,126321,6.4
1995.0,60.0,1294,7.5
1995.0,89.0,1122,5.9
1996.0,90.0,2774,4.8
1995.0,90.0,2432,5.3
1995.0,83.0,8790,6.7
1995.0,106.0,1569,6.4
1995.0,141.0,10697,8.1
1995.0,106.0,2589,7.0
1995.0,100.0,1428,6.7
1995.0,115.0,11458,6.5
1995.0,90.0,20015,6.0
1995.0,178.0,928525,8.3
1995.0,135.0,69235,7.6
1995.0,98.0,7147,6.6
1995.0,90.0,5452,5.6
1995.0,88.0,1838,6.3
1995.0,106.0,4578,6.2
1995.0,122.0,1401,7.2
1995.0,140.0,2658,7.4
1995.0,95.0,9887,5.3
1995.0,83.0,1730,3.7
1995.0,121.0,4941,6.8
1995.0,178.0,441056,8.2
1995.0,100.0,114275,6.1
1995.0,102.0,5963,7.8
1995.0,100.0,1058,7.1
1995.0,103.0,7830,6.6
1995.0,105.0,16813,7.5
1995.0,112.0,63204,7.5
1995.0,128.0,19786,6.9
1995.0,97.0,168277,6.8
1995.0,105.0,6426,7.2
1995.0,92.0,3335,6.7
1995.0,170.0,1106,7.6
1995.0,100.0,1502,7.5
1995.0,109.0,40826,5.3
1995.0,123.0,52018,6.6
1995.0,116.0,97200,7.3
1995.0,111.0,12397,6.3
1995.0,106.0,1647,6.8
1995.0,102.0,11316,6.5
1995.0,97.0,8921,7.7
1995.0,124.0,25134,5.7
1995.0,123.0,4528,7.3
1995.0,112.0,9449,7.6
1995.0,87.0,5790,7.8
1995.0,99.0,46664,6.5
1995.0,105.0,2857,7.1
1995.0,121.0,87143,7.6
1995.0,122.0,85775,7.5
1995.0,119.0,18905,6.9
1995.0,80.0,1157,6.7
1995.0,104.0,166274,7.2
1995.0,102.0,2198,4.5
1995.0,102.0,16709,6.7
1995.0,128.0,352713,7.6
1995.0,189.0,60493,8.1
1995.0,70.0,2914,2.3
1994.0,97.0,46852,6.7
1995.0,83.0,13401,6.1
1995.0,90.0,2589,4.5
1995.0,88.0,37535,5.9
1995.0,99.0,23401,7.7
1995.0,103.0,16554,7.4
1995.0,115.0,1866,6.6
1995.0,90.0,47580,6.7
1995.0,99.0,15951,6.6
1995.0,87.0,1290,6.5
1995.0,87.0,1012,5.6
1995.0,87.0,1224,6.7
1995.0,91.0,11759,4.3
1995.0,88.0,1672,5.5
2000.0,86.0,1090,5.6
1995.0,81.0,2493,6.4
1995.0,106.0,32888,6.0
1995.0,81.0,1202,5.2
1995.0,90.0,1457,6.9
1995.0,104.0,1246,5.5
1995.0,96.0,1067,5.6
1995.0,134.0,65568,6.0
1995.0,103.0,2983,3.9
1995.0,85.0,1833,6.3
1995.0,90.0,3174,5.5
1995.0,103.0,9917,7.0
1995.0,96.0,6296,6.7
1995.0,101.0,10977,6.5
1995.0,98.0,94947,6.8
1995.0,86.0,1111,6.0
1995.0,95.0,16517,5.1
1995.0,111.0,45488,6.6
1995.0,91.0,95105,7.3
1995.0,93.0,1267,5.6
1995.0,128.0,3434,6.8
1995.0,96.0,2625,6.9
1995.0,104.0,4457,6.4
1995.0,104.0,4707,6.6
1995.0,115.0,2748,6.6
1995.0,105.0,73532,6.9
1995.0,81.0,1099,7.2
1995.0,103.0,5162,7.0
1995.0,94.0,3963,6.0
1995.0,130.0,231336,7.2
1995.0,109.0,2192,6.8
1995.0,78.0,43566,6.8
1994.0,90.0,1820,3.8
1995.0,107.0,2924,7.0
1995.0,101.0,23287,6.7
1995.0,112.0,1352,6.4
1995.0,105.0,63577,6.3
1995.0,98.0,139661,8.1
1995.0,87.0,29576,4.9
1995.0,99.0,2222,7.3
1995.0,108.0,6000,6.2
1995.0,170.0,550676,8.2
1995.0,91.0,1099,4.1
1995.0,105.0,4254,6.8
1995.0,89.0,1048,6.2
1995.0,106.0,6130,5.3
1995.0,127.0,17423,6.5
1996.0,102.0,1755,5.8
1996.0,104.0,1018,7.1
1995.0,103.0,11420,6.6
1995.0,104.0,37440,6.8
1995.0,117.0,10402,6.3
1995.0,86.0,1844,7.0
1995.0,110.0,4603,6.0
1995.0,135.0,5485,7.1
1995.0,107.0,5924,7.3
1995.0,84.0,2722,4.9
1995.0,98.0,1307,5.6
1995.0,111.0,1143,7.2
1995.0,99.0,2284,7.2
1994.0,95.0,57992,7.2
1995.0,94.0,4168,6.5
1995.0,96.0,25077,6.0
1995.0,131.0,2802,7.6
1995.0,105.0,1686,7.1
1995.0,96.0,1172,3.3
1995.0,101.0,19637,5.9
1996.0,110.0,2667,7.2
1995.0,110.0,4888,6.7
1995.0,88.0,1073,3.3
1995.0,95.0,10984,5.3
1995.0,139.0,2729,5.7
1995.0,92.0,5538,6.8
1995.0,100.0,1013,6.9
1995.0,96.0,64425,5.7
1995.0,96.0,107160,5.6
1995.0,104.0,292267,7.0
1995.0,88.0,7283,4.3
1995.0,102.0,23534,6.4
1995.0,99.0,1863,5.0
1995.0,175.0,12181,6.8
1995.0,100.0,1367,5.1
1995.0,96.0,10469,6.8
1995.0,89.0,5533,4.7
1995.0,91.0,70523,7.1
1995.0,91.0,2090,6.3
1995.0,101.0,16421,5.9
1995.0,118.0,1765,7.3
1995.0,83.0,122514,8.0
1995.0,90.0,2177,7.1
1995.0,118.0,1018,7.2
1995.0,92.0,13793,6.8
1995.0,118.0,4753,7.0
1995.0,88.0,1163,6.4
1995.0,111.0,110680,7.5
1995.0,101.0,1321,5.6
1996.0,125.0,1764,7.1
1995.0,97.0,30872,7.7
1995.0,95.0,1637,5.2
1995.0,90.0,15686,7.5
1996.0,101.0,4002,5.5
1995.0,109.0,14035,6.1
1995.0,111.0,5307,6.4
1995.0,117.0,6681,8.0
1995.0,88.0,2855,7.0
1995.0,130.0,5440,6.9
1995.0,110.0,4450,7.5
1995.0,93.0,5967,5.4
1995.0,98.0,1821,5.5
1995.0,92.0,1121,5.1
1995.0,94.0,112880,7.1
1995.0,96.0,8377,5.2
1994.0,88.0,1186,5.8
1995.0,106.0,8082,4.3
1995.0,114.0,1266,7.1
1995.0,113.0,14628,7.6
1995.0,95.0,3026,5.4
1995.0,95.0,36873,7.0
1995.0,95.0,24440,5.2
1995.0,111.0,45184,7.9
1995.0,175.0,3512,7.4
1995.0,110.0,37735,5.7
1995.0,92.0,2109,6.2
1995.0,105.0,3398,5.7
1995.0,101.0,97848,5.8
1994.0,92.0,2064,4.8
1995.0,143.0,34478,7.3
1995.0,122.0,25653,7.3
1995.0,128.0,3572,7.3
1995.0,104.0,1629,7.0
1995.0,129.0,1292,7.5
1996.0,85.0,1391,3.2
1995.0,81.0,1583,6.1
1995.0,91.0,5321,5.8
1995.0,91.0,1852,6.4
1995.0,106.0,3941,7.3
1995.0,114.0,58483,5.9
1995.0,86.0,6142,5.2
1995.0,98.0,2752,6.7
1995.0,95.0,2847,7.4
1995.0,90.0,37828,6.3
1995.0,85.0,1020,5.3
1995.0,94.0,1489,5.1
1995.0,103.0,34268,5.5
1995.0,192.0,27870,7.1
1995.0,100.0,26081,6.8
1995.0,160.0,1480,4.2
1995.0,107.0,8241,5.1
1995.0,93.0,3639,7.5
1995.0,123.0,8810,6.9
1995.0,127.0,114102,6.6
1995.0,108.0,1440,4.0
1995.0,124.0,2170,6.5
1995.0,110.0,5288,6.5
1995.0,94.0,4302,6.6
1995.0,100.0,3365,5.9
1995.0,74.0,4411,5.6
1995.0,113.0,2048,6.0
1995.0,110.0,7964,6.4
1994.0,94.0,1042,6.6
1996.0,126.0,12035,6.7
1995.0,89.0,1809,3.9
1995.0,81.0,162373,6.7
1996.0,106.0,5303,4.4
1995.0,111.0,27779,6.6
1995.0,102.0,1980,7.8
1995.0,105.0,1978,7.9
1995.0,101.0,2231,7.9
1995.0,87.0,3225,3.4
1995.0,98.0,28064,6.5
1995.0,97.0,1019,4.1
1995.0,92.0,1257,6.7
1995.0,107.0,81709,6.4
1995.0,122.0,3505,5.4
1995.0,142.0,8712,7.5
1995.0,98.0,1526,7.4
1995.0,85.0,1836,5.5
1995.0,117.0,8668,6.6
1995.0,110.0,13358,7.4
1995.0,139.0,39492,6.9
1995.0,108.0,1685,6.4
1995.0,104.0,1708,5.5
1995.0,87.0,2152,4.5
1995.0,162.0,4168,6.0
1995.0,127.0,35174,6.3
1995.0,119.0,12435,7.2
1995.0,106.0,2653,6.8
1995.0,75.0,1615,7.7
1995.0,135.0,14038,5.3
1995.0,127.0,1496,7.0
1995.0,108.0,24179,6.4
1995.0,127.0,1370987,8.6
1995.0,90.0,1185,5.5
1995.0,136.0,97413,7.6
1995.0,100.0,2058,7.9
1995.0,101.0,2098,7.4
1995.0,101.0,2065,7.9
1995.0,87.0,1308,6.6
1995.0,143.0,1554,7.0
1995.0,104.0,1929,5.1
1995.0,128.0,59545,4.8
1995.0,101.0,3840,6.1
1995.0,83.0,1098,5.9
1994.0,92.0,1143,3.9
1996.0,108.0,1412,7.0
1995.0,112.0,32209,7.4
1995.0,90.0,1041,4.3
1995.0,106.0,12277,5.7
1995.0,108.0,71770,5.8
1995.0,99.0,1489,6.9
1995.0,145.0,64840,7.2
1994.0,102.0,7766,7.3
1995.0,156.0,1046,6.8
1995.0,95.0,2563,5.2
1995.0,111.0,31022,5.8
1996.0,90.0,1207,5.8
1994.0,93.0,21370,7.1
1995.0,92.0,20378,6.7
1995.0,98.0,6415,6.3
1995.0,104.0,29195,5.3
1996.0,90.0,1114,4.9
1995.0,96.0,1267,5.3
1995.0,110.0,1305,7.2
1995.0,110.0,1550,7.4
1995.0,92.0,3929,2.4
1995.0,115.0,25408,6.8
1995.0,115.0,2637,6.1
1995.0,99.0,1073,5.0
1995.0,109.0,9878,7.6
1995.0,106.0,42009,6.8
1995.0,109.0,27114,6.6
1995.0,87.0,2817,7.1
1995.0,97.0,73618,7.1
1995.0,86.0,3033,4.2
1995.0,111.0,12819,6.6
1995.0,110.0,1974,7.6
1995.0,81.0,847999,8.3
1995.0,187.0,2367,4.8
1995.0,105.0,5866,7.2
1996.0,107.0,5394,6.1
1995.0,135.0,2127,7.1
1995.0,106.0,5409,7.1
1995.0,129.0,560325,8.0
1995.0,85.0,3163,6.2
1995.0,104.0,1891,6.3
1995.0,100.0,42470,5.5
1995.0,170.0,53241,8.1
1995.0,99.0,3034,6.1
1995.0,100.0,1141,6.3
1995.0,93.0,2931,6.7
1995.0,73.0,1029,6.5
1995.0,113.0,4657,7.4
1995.0,106.0,951087,8.5
1995.0,100.0,20784,4.6
1995.0,103.0,2084,6.6
1995.0,98.0,27652,5.6
1995.0,106.0,27004,5.6
1995.0,176.0,5916,7.6
1995.0,124.0,9154,5.9
1995.0,102.0,30439,6.7
1995.0,135.0,173691,6.2
1995.0,88.0,30878,7.4
1995.0,94.0,6391,6.5
1996.0,98.0,2135,6.0
1995.0,103.0,88002,6.7
1995.0,89.0,4512,5.3
1995.0,98.0,6240,5.9
1995.0,96.0,2038,5.6
1995.0,95.0,5928,8.0
1998.0,99.0,3055,7.5
1995.0,108.0,4964,7.1
1995.0,99.0,3375,7.1
1995.0,99.0,1765,7.8
1995.0,162.0,1830,4.9
1995.0,91.0,2288,6.9
1996.0,150.0,1218,8.4
1996.0,103.0,97467,5.7
1996.0,104.0,17934,6.5
1996.0,77.0,3258,3.9
1996.0,92.0,5132,5.2
1995.0,104.0,1148,7.1
1997.0,124.0,4258,6.8
1996.0,109.0,4980,5.7
1996.0,94.0,7398,6.1
1996.0,82.0,5314,5.5
1996.0,88.0,3362,5.8
1996.0,117.0,1529,6.5
1996.0,116.0,13238,7.4
1996.0,153.0,1501,4.3
1996.0,115.0,30728,6.3
1996.0,100.0,1537,8.0
1996.0,114.0,7272,6.1
1996.0,80.0,5540,5.9
1996.0,98.0,24281,3.3
1996.0,107.0,18879,6.9
1996.0,98.0,3986,7.4
1996.0,100.0,1201,6.7
1996.0,112.0,30537,7.1
1996.0,90.0,21986,7.5
1996.0,81.0,50056,6.8
1996.0,87.0,7705,6.1
1996.0,108.0,7941,6.1
1996.0,99.0,3981,7.3
1996.0,87.0,3267,7.2
1996.0,86.0,1054,6.7
1996.0,91.0,3040,7.7
1996.0,90.0,4370,4.7
1996.0,109.0,16347,7.3
1996.0,88.0,25300,4.5
1996.0,117.0,76395,7.1
1996.0,99.0,10813,6.1
1996.0,87.0,35405,6.3
1997.0,105.0,1321,4.4
1996.0,101.0,8936,6.0
1996.0,110.0,5990,5.4
1996.0,91.0,67171,7.0
1996.0,109.0,48720,7.3
1996.0,112.0,5197,7.3
1996.0,86.0,3371,4.9
1996.0,108.0,18068,7.1
1996.0,159.0,59991,7.9
1996.0,108.0,88165,6.0
1996.0,96.0,7579,6.5
1996.0,84.0,34056,5.8
1996.0,92.0,1192,4.5
1996.0,96.0,146917,6.1
1997.0,88.0,3585,5.9
1993.0,95.0,11447,7.1
1996.0,92.0,2049,6.2
1996.0,129.0,1838,7.2
1996.0,127.0,2907,6.8
1996.0,85.0,1672,3.2
1996.0,89.0,4329,5.0
1996.0,109.0,1435,6.2
1996.0,110.0,1121,6.5
1996.0,91.0,9356,5.3
1996.0,91.0,3130,6.8
1996.0,107.0,46692,5.7
1996.0,113.0,12263,6.0
1996.0,91.0,1320,6.1
1996.0,101.0,2191,6.3
1996.0,93.0,3263,6.8
1996.0,106.0,7016,7.0
1996.0,111.0,19058,6.2
1997.0,88.0,1497,5.5
1996.0,178.0,1292,6.8
1996.0,113.0,5911,7.6
1996.0,93.0,1231,6.9
1996.0,100.0,1759,6.7
1996.0,116.0,48607,6.6
1996.0,101.0,72426,6.4
1996.0,100.0,49547,6.4
1996.0,84.0,18614,4.7
1996.0,124.0,34158,6.8
1996.0,88.0,4778,5.9
