startYear,runtimeMinutes,numVotes,averageRating
1947.0,124.0,14912,7.9
1947.0,87.0,2886,6.8
1947.0,72.0,1630,7.8
1947.0,110.0,6903,7.8
1947.0,111.0,1341,7.1
1947.0,116.0,8479,7.7
1947.0,97.0,30899,8.0
1947.0,125.0,9599,6.5
1947.0,108.0,4333,7.2
1947.0,101.0,2700,7.2
1947.0,106.0,4698,7.8
1947.0,72.0,1334,6.7
1947.0,94.0,1268,6.7
1947.0,100.0,3129,6.9
1947.0,101.0,2459,7.3
1947.0,100.0,3006,7.0
1947.0,65.0,1343,4.0
1947.0,123.0,1834,6.3
1947.0,110.0,5416,7.0
1949.0,87.0,3861,7.6
1947.0,89.0,1401,6.5
1947.0,116.0,1734,6.2
1947.0,98.0,1281,6.5
1947.0,103.0,1169,6.4
1947.0,86.0,4227,7.1
1947.0,108.0,2511,7.2
1947.0,92.0,2991,7.0
1947.0,72.0,1946,6.3
1947.0,101.0,1247,7.2
1947.0,95.0,1828,7.2
1947.0,99.0,3288,6.9
1947.0,128.0,1255,6.3
1947.0,146.0,2006,7.0
1947.0,103.0,2305,7.2
1947.0,71.0,1838,6.4
1948.0,106.0,7888,7.1
1948.0,83.0,13940,7.5
1948.0,110.0,2643,7.0
1948.0,94.0,1540,7.4
1948.0,69.0,1283,7.0
1948.0,139.0,2352,6.7
1948.0,120.0,1302,6.4
1948.0,87.0,2802,6.8
1948.0,95.0,7418,7.7
1948.0,88.0,1903,6.9
1948.0,82.0,2442,6.7
1948.0,112.0,7617,7.4
1949.0,88.0,3062,7.0
1948.0,112.0,1841,7.3
1948.0,95.0,2168,7.2
1948.0,113.0,1041,6.6
1948.0,103.0,8235,7.4
1948.0,106.0,1391,6.1
1948.0,85.0,1977,6.4
1948.0,95.0,7396,7.7
1948.0,79.0,5531,7.3
1948.0,116.0,6442,7.3
1948.0,128.0,15662,7.5
1948.0,154.0,14564,7.6
1948.0,100.0,1919,6.6
1948.0,79.0,4686,7.2
1948.0,83.0,2185,6.8
1948.0,134.0,4784,7.9
1947.0,92.0,1379,7.2
1948.0,145.0,2624,6.4
1948.0,102.0,4096,7.7
1949.0,70.0,7144,7.3
1948.0,96.0,1502,7.0
1948.0,84.0,1197,7.5
1948.0,100.0,35614,7.8
1948.0,89.0,137035,8.3
1947.0,87.0,24955,7.6
1948.0,87.0,10515,8.0
1948.0,78.0,1598,6.7
1948.0,92.0,6033,7.5
1948.0,75.0,4490,6.4
1948.0,77.0,1055,6.4
1948.0,90.0,1939,7.1
1948.0,94.0,9772,7.3
1948.0,89.0,1028,6.5
1948.0,87.0,1075,6.5
1948.0,96.0,11360,7.6
1948.0,81.0,1005,7.0
1948.0,116.0,10743,7.8
1948.0,82.0,1106,6.7
1948.0,91.0,3526,6.8
1948.0,102.0,4193,7.0
1948.0,86.0,2756,7.2
1948.0,86.0,5909,7.7
1948.0,93.0,1786,7.0
1948.0,79.0,3895,7.2
1948.0,133.0,26798,7.8
1948.0,135.0,28645,8.1
1949.0,108.0,3438,7.7
1948.0,95.0,2230,7.3
1948.0,99.0,1762,7.0
1948.0,80.0,122302,8.0
1948.0,111.0,1541,7.0
1948.0,104.0,3639,7.8
1947.0,99.0,4182,6.8
1948.0,83.0,1973,7.6
1948.0,97.0,1395,6.8
1948.0,108.0,6341,7.6
1948.0,113.0,2003,6.9
1948.0,89.0,9184,7.4
1948.0,78.0,1358,6.4
1948.0,124.0,3335,7.2
1948.0,91.0,2582,7.1
1948.0,68.0,1864,5.9
1948.0,160.0,4105,7.8
1948.0,95.0,6552,7.5
1948.0,125.0,5516,7.2
1948.0,109.0,1072,6.3
1948.0,126.0,108861,8.2
1948.0,105.0,4401,7.6
1948.0,106.0,2341,6.6
1948.0,117.0,1204,7.6
1948.0,109.0,1251,6.6
1948.0,120.0,1106,6.4
1948.0,98.0,4119,7.4
1948.0,98.0,9528,7.7
1948.0,75.0,1018,7.2
1949.0,84.0,3472,6.9
1949.0,82.0,4227,7.5
1949.0,101.0,18643,7.5
1949.0,68.0,11866,7.0
1949.0,79.0,3324,6.2
1949.0,110.0,12571,7.5
1949.0,108.0,13231,8.3
1949.0,109.0,2625,7.0
1949.0,263.0,1549,6.1
1949.0,118.0,6341,7.4
1949.0,97.0,2076,7.0
1949.0,71.0,3967,7.0
1949.0,94.0,2091,7.1
1949.0,98.0,1486,6.7
1949.0,99.0,3510,7.4
1949.0,94.0,2234,7.2
1949.0,94.0,1021,7.2
1948.0,106.0,2073,6.6
1949.0,84.0,6893,7.5
1949.0,108.0,1728,6.9
1949.0,112.0,1108,6.5
1949.0,100.0,2746,6.5
1949.0,100.0,1896,6.9
1949.0,94.0,2274,7.0
1949.0,60.0,1446,6.5
1949.0,114.0,8905,7.1
1950.0,91.0,1018,6.5
1949.0,79.0,1598,6.8
1949.0,92.0,1066,7.2
1949.0,110.0,1000,6.7
1949.0,102.0,1225,7.3
1949.0,115.0,12572,8.2
1949.0,96.0,1553,7.3
1949.0,87.0,4079,7.2
1949.0,101.0,2737,7.4
1949.0,81.0,1852,6.8
1949.0,105.0,7279,7.0
1949.0,111.0,2870,7.1
1949.0,102.0,3227,7.2
1949.0,102.0,2923,6.8
1949.0,87.0,1874,7.6
1949.0,87.0,1496,6.8
1949.0,85.0,1401,6.3
1949.0,106.0,33219,8.0
1949.0,100.0,2847,6.8
1949.0,103.0,8106,7.8
1949.0,122.0,6292,7.3
1949.0,85.0,2458,5.8
1949.0,76.0,1138,6.9
1949.0,114.0,2286,7.1
1949.0,98.0,1061,6.6
1948.0,100.0,1375,6.6
1949.0,94.0,4381,7.0
1949.0,101.0,1065,6.6
1949.0,95.0,1264,6.5
1950.0,98.0,1703,7.4
1949.0,122.0,14234,7.9
1949.0,98.0,15259,7.4
1950.0,95.0,9732,8.0
1949.0,95.0,2068,7.2
1949.0,84.0,3839,7.1
1949.0,102.0,2586,7.2
1949.0,107.0,1449,7.0
1949.0,95.0,1247,7.2
1949.0,82.0,3941,7.1
1949.0,89.0,1389,7.0
1949.0,104.0,1146,6.8
1949.0,134.0,6701,6.8
1949.0,100.0,9099,7.1
1949.0,94.0,1035,6.6
1949.0,92.0,2469,7.5
1949.0,73.0,7340,7.9
1949.0,104.0,15072,7.3
1949.0,95.0,2721,7.4
1949.0,79.0,1229,6.5
1949.0,106.0,1962,7.2
1948.0,79.0,1205,6.8
1949.0,106.0,2549,7.1
1950.0,107.0,5490,7.3
1949.0,93.0,3109,6.8
1949.0,95.0,2394,7.3
1949.0,113.0,1086,6.7
1949.0,94.0,5027,7.6
1949.0,104.0,152130,8.1
1949.0,88.0,1639,6.4
1949.0,99.0,3392,7.3
1949.0,132.0,11803,7.7
1949.0,83.0,1986,6.6
1949.0,117.0,5963,6.2
1949.0,98.0,3473,6.8
1949.0,80.0,4881,7.2
1949.0,114.0,28159,8.1
1949.0,73.0,3275,7.4
1949.0,84.0,1318,6.1
1950.0,102.0,1113,6.9
1950.0,80.0,2650,6.5
1950.0,138.0,115018,8.2
1950.0,107.0,4210,6.9
1950.0,67.0,2247,7.0
1950.0,112.0,22934,7.9
1950.0,93.0,2034,5.7
1950.0,100.0,1676,5.7
1950.0,97.0,1810,7.0
1950.0,96.0,1289,7.4
1950.0,120.0,1314,6.5
1950.0,120.0,1712,6.3
1950.0,84.0,1513,6.9
1950.0,88.0,1052,6.1
1950.0,94.0,1855,6.7
1950.0,103.0,9505,7.6
1950.0,97.0,2493,7.5
1950.0,110.0,1072,6.6
1950.0,93.0,7207,7.2
1950.0,96.0,3342,7.7
1950.0,86.0,4456,7.0
1950.0,74.0,139396,7.3
1950.0,95.0,1420,6.7
1950.0,98.0,2317,7.1
1950.0,113.0,3499,7.5
1949.0,83.0,10177,7.3
1950.0,94.0,1151,6.3
1950.0,103.0,2227,7.2
1950.0,98.0,1757,6.7
1950.0,92.0,3494,6.3
1950.0,84.0,1240,7.3
1950.0,105.0,3479,7.1
1950.0,92.0,1089,6.6
1950.0,92.0,9589,7.2
1950.0,88.0,3220,7.0
1950.0,85.0,3044,7.4
1950.0,109.0,2623,7.3
1950.0,82.0,1053,6.9
1950.0,87.0,10832,7.6
1950.0,85.0,9027,7.7
1951.0,113.0,2393,6.6
1950.0,81.0,1390,7.3
1950.0,94.0,1482,7.3
1950.0,104.0,51364,7.9
1950.0,83.0,2778,7.2
1950.0,94.0,24120,8.0
1950.0,77.0,1063,6.4
1951.0,115.0,9395,8.0
1950.0,113.0,1679,6.6
1950.0,103.0,5457,6.8
1950.0,102.0,1684,7.1
1950.0,77.0,2246,8.0
1950.0,88.0,1393,7.4
1950.0,97.0,2548,7.1
1950.0,114.0,1363,6.9
1950.0,81.0,1617,6.8
1950.0,85.0,4023,7.1
1950.0,90.0,1247,7.1
1950.0,76.0,1013,6.2
1950.0,93.0,2630,7.1
1950.0,101.0,11336,7.9
1950.0,106.0,4138,7.4
1950.0,85.0,17230,8.3
1950.0,96.0,6740,7.3
1950.0,79.0,1875,6.6
1950.0,88.0,144044,8.2
1950.0,105.0,13475,7.1
1950.0,77.0,2013,4.9
1949.0,91.0,1016,7.3
1950.0,93.0,4614,7.6
1950.0,94.0,1380,7.0
1950.0,104.0,3230,7.2
1950.0,83.0,2359,7.1
1950.0,86.0,1561,7.2
1950.0,110.0,11977,7.1
1950.0,89.0,1720,7.4
1950.0,108.0,3486,7.2
1950.0,110.0,190620,8.4
1951.0,86.0,1746,7.2
1950.0,98.0,1574,6.5
1950.0,106.0,1587,7.3
1950.0,102.0,1536,7.0
1950.0,98.0,2310,7.2
1950.0,96.0,6604,6.9
1950.0,91.0,1280,7.2
1950.0,81.0,2165,6.8
1950.0,86.0,3967,7.1
1950.0,107.0,1092,6.2
1950.0,82.0,2381,6.8
1950.0,95.0,7243,7.6
1950.0,92.0,15959,7.6
1950.0,77.0,2632,7.3
1950.0,101.0,1240,7.0
1950.0,112.0,2791,7.2
1951.0,82.0,4605,6.8
1951.0,78.0,1721,6.2
1951.0,105.0,69036,7.7
1951.0,75.0,123375,7.4
1951.0,88.0,1603,6.9
1951.0,114.0,28930,7.2
1951.0,99.0,1993,7.1
1951.0,81.0,1128,6.7
1951.0,77.0,1008,6.5
1951.0,98.0,1263,7.4
1951.0,193.0,3382,8.0
1951.0,125.0,6742,8.2
1951.0,114.0,3813,7.8
1951.0,111.0,28884,8.1
1951.0,70.0,1036,4.4
1951.0,90.0,4142,8.2
1951.0,117.0,5851,7.4
1952.0,96.0,4763,7.7
1951.0,74.0,1698,6.5
1952.0,144.0,1131,8.1
1951.0,77.0,1176,6.5
1951.0,79.0,2046,7.3
1951.0,116.0,1993,6.1
1951.0,92.0,74538,7.7
1951.0,119.0,2265,7.2
1951.0,88.0,5422,6.9
1951.0,103.0,6720,7.6
1951.0,101.0,1658,6.5
1951.0,87.0,4077,7.3
1952.0,118.0,3128,7.5
1951.0,82.0,3242,6.6
1951.0,93.0,1096,6.3
1951.0,92.0,1634,6.9
1951.0,102.0,4265,6.5
1951.0,92.0,2156,7.1
1951.0,96.0,1023,6.5
1951.0,90.0,1557,7.2
1951.0,92.0,1175,6.7
1951.0,109.0,1126,6.6
1951.0,105.0,1239,7.7
1951.0,166.0,4264,7.3
1951.0,77.0,1812,7.0
1951.0,120.0,3724,7.1
1951.0,93.0,2439,7.0
1952.0,86.0,10625,8.1
1951.0,107.0,1790,6.9
1951.0,93.0,1268,7.1
1951.0,91.0,1609,7.2
1951.0,77.0,1021,6.3
1951.0,83.0,1241,3.1
1951.0,84.0,1045,6.3
1951.0,88.0,1555,6.8
1951.0,118.0,1067,7.0
1951.0,71.0,2324,5.7
1951.0,101.0,1491,7.4
1951.0,97.0,1266,7.7
1951.0,97.0,5953,7.7
1951.0,87.0,1161,7.0
1951.0,93.0,1012,6.7
1951.0,99.0,3132,7.2
1952.0,88.0,1240,7.1
1951.0,82.0,5911,7.3
1951.0,95.0,2179,7.1
1951.0,105.0,1175,6.5
1951.0,111.0,3063,6.7
1951.0,94.0,1294,7.5
1951.0,122.0,3090,7.0
1951.0,90.0,1314,7.1
1951.0,102.0,1123,6.8
1951.0,110.0,5474,7.4
1952.0,107.0,3806,7.7
1951.0,122.0,19065,7.8
1951.0,92.0,2834,7.2
1951.0,171.0,13000,7.2
1951.0,88.0,2440,6.7
1951.0,89.0,2201,7.1
1951.0,69.0,3860,7.2
1951.0,99.0,5330,7.5
1951.0,93.0,4553,6.7
1952.0,108.0,1066,6.4
1952.0,86.0,4888,7.2
1951.0,86.0,19133,8.1
1951.0,108.0,4301,6.9
1951.0,98.0,1836,6.3
1951.0,96.0,4841,7.6
1951.0,85.0,3526,7.5
1951.0,93.0,1350,7.2
1951.0,101.0,118732,8.0
1951.0,122.0,95325,8.0
1952.0,85.0,1127,7.0
1951.0,58.0,1658,5.7
1951.0,133.0,2661,7.3
1951.0,78.0,1581,7.2
1951.0,87.0,24295,7.1
1951.0,83.0,1832,5.9
1951.0,118.0,2627,7.6
1951.0,83.0,6791,6.7
1952.0,108.0,4059,7.7
1952.0,70.0,1942,5.9
1952.0,122.0,1044,6.9
1952.0,98.0,1796,6.7
1952.0,84.0,2201,6.6
1953.0,91.0,6425,7.3
1951.0,90.0,2125,6.9
1952.0,100.0,1063,6.1
1954.0,90.0,3306,6.8
1952.0,118.0,12604,7.8
1952.0,74.0,2119,3.7
1952.0,91.0,7360,7.3
1952.0,77.0,1518,6.7
1952.0,90.0,1864,5.4
1952.0,140.0,3737,7.0
1952.0,89.0,1362,5.7
